year,month,TEMPERATURA M�NIMA NA HORA ANT. (AUT) (�C),TEMPERATURA M�XIMA NA HORA ANT. (AUT) (�C)
2000,5,19.58169556840077,20.94990366088632
2000,6,18.74276923076923,20.07246153846154
2000,7,18.445698924731182,19.79180107526882
2000,8,20.84185733512786,22.117900403768505
2000,9,20.943577981651377,22.04663608562691
2000,10,22.709005376344088,23.978763440860217
2000,11,20.064887640449438,21.037921348314608
2000,12,21.610294117647058,22.788235294117648
